s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
25.1893957,23.2135852,2.5796023,5.552215,-0.1039821,8.0,0.0
25.2893536,23.28731385,2.5121047499999998,5.54190955,-0.10309935,8.0,0.0
25.3893115,23.3610425,2.4446072,5.5316041,-0.1022166,8.0,0.0
25.489269450000002,23.43337455,2.37561905,5.5214732,-0.1013513,8.0,0.0
25.5892274,23.5057066,2.3066309,5.5113423,-0.100486,8.0,0.0
25.6891853,23.576637050000002,2.2362048000000003,5.5013836000000005,-0.09963355,8.0,0.0
25.7891432,23.6475675,2.1657787,5.4914249,-0.0987811,8.0,0.0
25.889101150000002,23.717098,2.09396085,5.4816339,-0.0979505,8.0,0.0
25.9890591,23.7866285,2.022143,5.4718429,-0.0971199,8.0,0.0
26.089017,23.8547448,1.9489959,5.46221595,-0.09631704999999999,8.0,0.0
26.1889749,23.9228611,1.8758488,5.452589,-0.0955142,8.0,0.0
26.2889328,23.989573,1.8014092000000002,5.44312025,-0.0947286,8.0,0.0
26.3888907,24.0562849,1.7269696,5.4336515,-0.093943,8.0,0.0
26.48884865,24.1215854,1.6512921500000002,5.42433795,-0.09317865,8.0,0.0
26.5888066,24.1868859,1.5756147,5.4150244,-0.0924143,8.0,0.0
26.6887645,24.25077665,1.49874435,5.40586195,-0.09166715,8.0,0.0
26.7887224,24.3146674,1.421874,5.3966995,-0.09092,8.0,0.0
26.88868035,24.377153749999998,1.34385085,5.38768425,-0.09018955000000001,8.0,0.0
26.9886383,24.4396401,1.2658277,5.378669,-0.0894591,8.0,0.0
27.0885962,24.50071615,1.1867059,5.3697987000000005,-0.0887457,8.0,0.0
27.1885541,24.5617922,1.1075841,5.3609284,-0.0880323,8.0,0.0
27.288512,24.6214699,1.02739505,5.352198899999999,-0.08733255,8.0,0.0
27.3884699,24.6811476,0.947206,5.3434694,-0.0866328,8.0,0.0
27.48842785,24.73942625,0.8659972,5.33487845,-0.08594840000000001,8.0,0.0
27.5883858,24.7977049,0.7847884,5.3262875,-0.085264,8.0,0.0
27.6883437,24.854590549999998,0.7025985,5.31783215,-0.0845919,8.0,0.0
27.7883016,24.9114762,0.6204086,5.3093768,-0.0839198,8.0,0.0
27.88825955,24.96697745,0.53727215,5.301054199999999,-0.0832605,8.0,0.0
27.9882175,25.0224787,0.4541357,5.2927316,-0.0826012,8.0,0.0
28.0881754,25.0765959,0.3700998,5.28454015,-0.0819535,8.0,0.0
28.1881333,25.1307131,0.2860639,5.2763487,-0.0813058,8.0,0.0
28.2880912,25.183459900000003,0.20115529999999998,5.26828525,-0.0806689,8.0,0.0
28.3880491,25.2362067,0.1162467,5.2602218,-0.080032,8.0,0.0
28.48800705,25.28758725,0.030506649999999996,5.252284700000001,-0.07940605,8.0,0.0
28.587965,25.3389678,-0.0552334,5.2443476,-0.0787801,8.0,0.0
28.6879229,25.38899145,-0.14177165,5.2365348,-0.07816300000000001,8.0,0.0
28.7878808,25.4390151,-0.2283099,5.228722,-0.0775459,8.0,0.0
28.8878387,25.48769295,-0.31561645,5.2210313,-0.0769389,8.0,0.0
28.9877966,25.5363708,-0.402923,5.2133406,-0.0763319,8.0,0.0
29.08775455,25.583708100000003,-0.49095725,5.20577085,-0.07573274999999999,8.0,0.0
29.1877125,25.6310454,-0.5789915,5.1982011,-0.0751336,8.0,0.0
29.2876704,25.67705695,-0.6677305499999999,5.1907499999999995,-0.074543,8.0,0.0
29.3876283,25.7230685,-0.7564696,5.1832989,-0.0739524,8.0,0.0
29.48758625,25.767762400000002,-0.8458777,5.1759651,-0.07337004999999999,8.0,0.0
29.5875442,25.8124563,-0.9352858,5.1686313,-0.0727877,8.0,0.0
29.6875021,25.855844349999998,-1.0253345,5.1614132999999995,-0.072212,8.0,0.0
29.78746,25.8992324,-1.1153832,5.1541953,-0.0716363,8.0,0.0
29.8874179,25.9413277,-1.2060468,5.1470914,-0.07106860000000001,8.0,0.0
29.9873758,25.983423,-1.2967104,5.1399875,-0.0705009,8.0,0.0
30.08733375,26.02423435,-1.3879540000000001,5.13299675,-0.0699392,8.0,0.0
30.1872917,26.0650457,-1.4791976,5.126006,-0.0693775,8.0,0.0
30.2872496,26.10458905,-1.57100165,5.119126700000001,-0.06882245000000001,8.0,0.0
30.3872075,26.1441324,-1.6628057,5.1122474,-0.0682674,8.0,0.0
30.48716545,26.182418650000002,-1.75513965,5.10547845,-0.0677189,8.0,0.0
30.5871234,26.2207049,-1.8474736,5.0987095,-0.0671704,8.0,0.0
30.6870813,26.257747700000003,-1.9403130499999999,5.09204975,-0.0666272,8.0,0.0
30.7870392,26.2947905,-2.0331525,5.08539,-0.066084,8.0,0.0
30.8869971,26.330604450000003,-2.1264756,5.078838,-0.0655471,8.0,0.0
30.986955,26.3664184,-2.2197987,5.072286,-0.0650102,8.0,0.0
31.08691295,26.40101515,-2.3135757999999997,5.0658411,-0.06447835,8.0,0.0
31.1868709,26.4356119,-2.4073529,5.0593962,-0.0639465,8.0,0.0
31.2868288,26.469007949999998,-2.50156725,5.0530569,-0.0634198,8.0,0.0
31.3867867,26.502404,-2.5957816,5.0467176,-0.0628931,8.0,0.0
31.48674465,26.534612449999997,-2.6904073,5.040483099999999,-0.062371899999999994,8.0,0.0
31.5867026,26.5668209,-2.785033,5.0342486,-0.0618507,8.0,0.0
31.6866605,26.59785685,-2.8800496,5.02811795,-0.0613338,8.0,0.0
31.7866184,26.6288928,-2.9750662,5.0219873,-0.0608169,8.0,0.0
31.8865763,26.65877185,-3.0704551,5.0159593000000005,-0.0603049,8.0,0.0
31.9865342,26.6886509,-3.165844,5.0099313,-0.0597929,8.0,0.0
32.08649215,26.717386599999998,-3.26158015,5.004005449999999,-0.0592853,8.0,0.0
32.1864501,26.7461223,-3.3573163,4.9980796,-0.0587777,8.0,0.0
32.286408,26.7737318,-3.45338585,4.99225465,-0.05827425,8.0,0.0
32.3863659,26.8013413,-3.5494554,4.9864297,-0.0577708,8.0,0.0
32.486323850000005,26.8278392,-3.64583645,4.980705,-0.05727205,8.0,0.0
32.5862818,26.8543371,-3.7422175,4.9749803,-0.0567733,8.0,0.0
